dataset,signal,algo,param,N,CR,rate_bps,NMSE_dB,SNR_dB,RMSE,PRD,MAXE,PSNR_dB,fund_amp_relerr,fund_phase_err_deg,THD_abs_error,enc_time_s,dec_time_s,logical_payload_bytes,matlab_packet_bytes,encoder_working_est_bytes,decoder_working_est_bytes,edge_state_est_bytes,source_mfile_bytes
IEEE1159,harmonics,SVDCS,fixed,2560,3.02779420461266,5.284375,-79.3615271150213,79.3615271150213,6.86959121882264e-05,0.0107627597087357,0.000156033199966044,82.1422885648509,6.10370189486065e-06,6.36110936292703e-14,8.85562515178656e-05,0.0095574,0.0031395,1691,14404,2248772,2193476,81920,28990
IEEE1159,osc_transient,ASBC,fixed,2560,12.5953259532595,1.2703125,-33.5736117057115,33.5736117057115,0.0148453501412566,2.09565319928153,0.212391231709184,37.9596382474752,1.30825809740941e-06,3.43406461028741e-05,0.00184780288708275,0.0049495,0.0008242,406.5,6755,250032,92566.5,11968,9822
IEEE1159,osc_transient,DWT-Hybrid,fixed,2560,4.38121724248583,3.651953125,-35.2037177592153,35.2037177592153,0.0123050998632577,1.73705716945333,0.0909353502230272,39.589744300979,0.00147263554623668,0.202517091875389,0.00102747183357732,0.0136808,0.0089448,1168.625,65968,229808,188848,65536,8400
IEEE1159,osc_transient,CS-OMP,fixed,2560,4.90421455938697,3.2625,-27.9024537306548,27.9024537306548,0.0285199226977238,4.02603284368797,0.352632277709815,32.2884802724185,0.000270556107640741,0.17527937706015,0.00529783637042335,0.2697335,0.2885879,1044,5793,136937472,136937472,8576,5822
IEEE1159,osc_transient,MMC,fixed,2560,25.3622291021672,0.630859375,-34.1294330987056,34.1294330987056,0.0139251337629089,1.96575027486642,0.22142453980284,38.5154596404693,0.00124033724622611,0.00933884039282631,0.000860110091504364,6.424791,0.0002509,201.875,69768,786568,540873.875,20480,22924
IEEE1159,osc_transient,SVDCS,fixed,2560,1.88027910392949,8.509375,-31.8787485013269,31.8787485013269,0.0180440327015821,2.5471972367915,0.260323183750849,36.2647750430906,3.07231365956692e-05,0.000212049629233887,5.8324735950667e-06,0.0108188,0.0039488,2723,15800,2250168,2194872,81920,28990
IEEE1159,notch,ASBC,fixed,2560,17.326565143824,0.9234375,-26.446217172828,26.446217172828,0.0321328359782001,4.76090089778781,0.128755165513464,29.8610188563334,2.76169233297874e-06,1.16452853533765e-05,0.00307055387385484,0.0046922,0.0008813,295.5,8939,250096,92455.5,12224,9822
IEEE1159,notch,DWT-Hybrid,fixed,2560,4.11162417185304,3.89140625,-34.4533604073815,34.4533604073815,0.012781796400673,1.8937907005964,0.0858441074021873,37.8681620908869,0.00159066167622274,0.180810960754247,0.000543654445123554,0.0123008,0.0092281,1245.25,71304,235144,194184,65536,8400
IEEE1159,notch,CS-OMP,fixed,2560,4.90421455938697,3.2625,-33.1380541160388,33.1380541160388,0.0148715833674017,2.20342003592285,0.0904901756770321,36.5528557995443,0.000305813875487886,0.0320575358220316,7.93548993877069e-07,0.2711196,0.2731111,1044,5793,136937472,136937472,8576,5822
IEEE1159,notch,MMC,fixed,2560,25.4568054692356,0.628515625,-45.3621225458225,45.3621225458225,0.00364043925331079,0.539378799966107,0.0603123763495497,48.7769242293279,3.30649273088683e-05,0.00667196425797766,0.000254340739421724,5.8786142,0.0003016,201.125,69594,786394,540873.125,20480,22924
IEEE1159,notch,SVDCS,fixed,2560,1.94602812618776,8.221875,-64.1756020653521,64.1756020653521,0.000417330199127502,0.0618329400196124,0.00108882929562615,67.5904037488575,5.78258047559078e-05,0.001180025080197,7.17141467580368e-05,0.0099914,0.0038539,2631,15344,2249712,2194416,81920,28990
IEEE1159,flicker,ASBC,fixed,2560,75.018315018315,0.21328125,-34.5180779320997,34.5180779320997,0.0134193687212108,1.87973272978057,0.0347523759296274,37.8683280491993,5.59912362400441e-07,2.27037662049097e-06,0.000411872871674034,0.0007015,0.0002006,68.25,4643,249872,92228.25,11328,9822
IEEE1159,flicker,DWT-Hybrid,fixed,2560,4.17405482523184,3.833203125,-35.6627545389794,35.6627545389794,0.011762462604865,1.64763979591954,0.0790617457801966,39.013004656079,0.000808992237660843,0.127119847375044,0.00352017783192298,0.0149832,0.008247,1226.625,68440,232280,191320,65536,8400
IEEE1159,flicker,CS-OMP,fixed,2560,4.90421455938697,3.2625,-64.9191280423702,64.9191280423702,0.000405209464420739,0.0567601582840921,0.00419424394416068,68.2693781594698,4.08855845494872e-07,3.64569713360353e-05,1.47845966317783e-05,0.2648667,0.3156494,1044,5793,136937472,136937472,8576,5822
IEEE1159,flicker,MMC,fixed,2560,16.5897124341839,0.964453125,-72.4341452624788,72.4341452624788,0.00017058023938968,0.0238942133341766,0.00093499376288115,75.7843953795784,1.75707095025032e-05,0.000536383451941798,2.36664919785532e-05,7.978365,0.0002712,308.625,74828,791628,540980.625,20480,22924
IEEE1159,flicker,SVDCS,fixed,2560,2.88288288288288,5.55,-36.766925832364,36.766925832364,0.0103583287651254,1.450954214773,0.0267958583073872,40.1171759494636,1.55463377071134e-05,0.000885514704088619,6.27258575959435e-06,0.0105356,0.0030891,1776,14573,2248941,2193645,81920,28990
IEEE1159,spike,ASBC,fixed,2560,10.3696202531646,1.54296875,-25.8519530381167,25.8519530381167,0.0361091833255772,5.09802954562968,0.981772425220163,30.4312715972823,2.17688040842673e-06,9.62717949216109e-05,0.00674450925954707,0.0008518,0.000249,493.75,5747,249872,92653.75,11328,9822
IEEE1159,spike,DWT-Hybrid,fixed,2560,5.27971126579015,3.03046875,-34.8011140510762,34.8011140510762,0.0128872310694594,1.81946747898128,0.0810960043662073,39.3804326102418,0.0021473437994896,0.129330301181139,0.00199612819167595,0.0106703,0.0074346,969.75,54888,218728,177768,65536,8400
IEEE1159,spike,CS-OMP,fixed,2560,4.90421455938697,3.2625,-23.6898241405154,23.6898241405154,0.0463152604980494,6.53896169026184,1.11175191850791,28.269142699681,0.00307577867161738,0.214561840681841,0.00674450925954698,0.2821524,0.3258294,1044,5793,136937472,136937472,8576,5822
IEEE1159,spike,MMC,fixed,2560,25.6160100062539,0.624609375,-74.9144477143648,74.9144477143648,0.000127201704934466,0.0179588124207461,0.00202244876574631,79.4937662735303,1.59470813277027e-05,0.00111782508967592,9.76408573312177e-06,6.3247733,0.0002819,199.875,69662,786462,540871.875,20480,22924
IEEE1159,spike,SVDCS,fixed,2560,1.84172661870504,8.6875,-25.4874516543486,25.4874516543486,0.0376567413511928,5.31651957535506,1.07991576891385,30.0667702135142,3.15262903014526e-05,0.000232498217989407,2.34305785726165e-06,0.0087676,0.0033979,2780,15493,2249861,2194565,81920,28990
IEEE1159,complex,ASBC,fixed,2560,8.92763731473409,1.7921875,-28.4978610851198,28.4978610851198,0.0218197880324651,3.75929966275428,0.170810332916389,32.3419082189229,1.97849791637208e-07,0.000170005140295879,0.00371446907472633,0.0016957,0.0005225,573.5,8267,249968,92733.5,11712,9822
IEEE1159,complex,DWT-Hybrid,fixed,2560,3.33251972988365,4.801171875,-35.8367707115774,35.8367707115774,0.00937357041116461,1.61495886362713,0.064005383873444,39.6808178453805,0.00139616710853617,0.185303275868213,0.00115417886194241,0.0196249,0.0136773,1536.375,87296,251136,210176,65536,8400
IEEE1159,complex,CS-OMP,fixed,2560,4.90421455938697,3.2625,-26.8175234964565,26.8175234964565,0.0264769165587121,4.56166958825836,0.397256195632016,30.6615706302596,0.000223348301603643,0.0704290553457097,0.00163570473589952,0.2618579,0.2815713,1044,5793,136937472,136937472,8576,5822
IEEE1159,complex,MMC,fixed,2560,16.3122262046993,0.980859375,-34.9052431400195,34.9052431400195,0.0104347350088661,1.79778537451397,0.216391283292841,38.7492902738226,0.00153343585281051,0.0443870926294728,0.000912235668572473,6.2532652,0.0004762,313.875,72920,789720,540985.875,20480,22924
IEEE1159,complex,SVDCS,fixed,2560,1.82726623840114,8.75625,-29.0012529042353,29.0012529042353,0.0205911658391621,3.54762212537104,0.306807584879559,32.8453000380384,5.57841303072991e-06,6.72457726280964e-05,3.7543396751813e-05,0.0120501,0.0044313,2802,15879,2250247,2194951,81920,28990
